title,description,uploaded,url
"TTimeA Model Context Protocol server that provides time and timezone conversion capabilities. This server enables LLMs to get current time information and perform timezone conversions using IANA timezone names, with automatic system timezone detection.","A Model Context Protocol server that provides time and timezone conversion capabilities. This server enables LLMs to get current time information and perform timezone conversions using IANA timezone names, with automatic system timezone detection.","self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/time/modelcontextprotocol
EEdgeOne Pages MCPAn MCP service designed for deploying HTML content to EdgeOne Pages and obtaining an accessible public URL.,An MCP service designed for deploying HTML content to EdgeOne Pages and obtaining an accessible public URL.,"self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/edgeone-pages-mcp/TencentEdgeOne
FFilesystemSecure file operations with configurable access controls,Secure file operations with configurable access controls,"self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/filesystem
RRedisA Model Context Protocol server that provides access to Redis databases. This server enables LLMs to interact with Redis key-value stores through a set of standardized tools.,A Model Context Protocol server that provides access to Redis databases. This server enables LLMs to interact with Redis key-value stores through a set of standardized tools.,"self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/redis/modelcontextprotocol
"GGitLabGitLab API, enabling project management","GitLab API, enabling project management","self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/gitlab/modelcontextprotocol
"MMiniMax MCPOfficial MiniMax Model Context Protocol (MCP) server that enables interaction with powerful Text to Speech, image generation and video generation APIs.","Official MiniMax Model Context Protocol (MCP) server that enables interaction with powerful Text to Speech, image generation and video generation APIs.","self.__next_f.push([1,""ers\\nntra\\.local\\bin;%Path%\r\n```\r\n\r\nOtherwise installation instructions are on their website: [Install uv](https://docs.astral.sh/uv/getting-started/installation/)\r\n\r\n**⚠️ Do not proceed before installing UV**\r\n\r\n\r\n### Claude for Desktop Integration\r\n\r\n[Watch the setup instruction video](https://www.youtube.com/watch?v=neoK_WMq92g) (Assuming you have already installed uv)\r\n\r\nGo to Claude \u003e Settings \u003e Developer \u003e Edit Config \u003e claude_desktop_config.json to include the following:\r\n\r\n```json\r\n{\r\n    \""mcpServers\"": {\r\n        \""blender\"": {\r\n            \""command\"": \""uvx\"",\r\n            \""args\"": [\r\n                \""blender-mcp\""\r\n            ]\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n### Cursor integration\r\n\r\nRun blender-mcp without installing it permanently through uvx. Go to Cursor Settings \u003e MCP and paste this as a command.\r\n\r\n```bash\r\nuvx blender-mcp\r\n```\r\n\r\n[Cursor setup video](https://www.youtube.com/watch?v=wgWsJshecac)\r\n\r\n**⚠️ Only run one instance of the MCP server (either on Cursor or Claude Desktop), not both**\r\n\r\n### Installing the Blender Addon\r\n\r\n1. Download the `addon.py` file from this repo\r\n1. Open Blender\r\n2. Go to Edit \u003e Preferences \u003e Add-ons\r\n3. Click \""Install...\"" and select the `addon.py` file\r\n4. Enable the addon by checking the box next to \""Interface: Blender MCP\""\r\n\r\n\r\n## Usage\r\n\r\n### Starting the Connection\r\n![BlenderMCP in the sidebar](assets/addon-instructions.png)\r\n\r\n1. In Blender, go to the 3D View sidebar (press N if not visible)\r\n2. Find the \""BlenderMCP\"" tab\r\n3. Turn on the Poly Haven checkbox if you want assets from their API (optional)\r\n4. Click \""Connect to Claude\""\r\n5. Make sure the MCP server is running in your terminal\r\n\r\n### Using with Claude\r\n\r\nOnce the config file has been set on Claude, and the addon is running on Blender, you will see a hammer icon with tools for the Blender MCP.\r\n\r\n![BlenderMCP in the sidebar](assets/hammer-icon.png)\r\n\r\n#### Capabilities\r\n\r\n- Get scene and object information \r\n- Create, delete and modify shapes\r\n- Apply or create materials for objects\r\n- Execute any Python code in Blender\r\n- Download the right models, assets and HDRIs through [Poly Haven](https://polyhaven.com/)\r\n- AI generated 3D models through [Hyper3D Rodin](https://hyper3d.ai/)\r\n\r\n\r\n### Example Commands\r\n\r\nHere are some examples of what you can ask Claude to do:\r\n\r\n- \""Create a low poly scene in a dungeon, with a dragon guarding a pot of gold\"" [Demo](https://www.youtube.com/watch?v=DqgKuLYUv00)\r\n- \""Create a beach vibe using HDRIs, textures, and models like rocks and vegetation from Poly Haven\"" [Demo](https://www.youtube.com/watch?v=I29rn92gkC4)\r\n- Give a reference image, and create a Blender scene out of it [Demo](https://www.youtube.com/watch?v=FDRb03XPiRo)\r\n- \""Generate a 3D model of a garden gnome through Hyper3D\""\r\n- \""Get information about the current scene, and make a threejs sketch from it\"" [Demo](https://www.youtube.com/watch?v=jxbNI5L7AH8)\r\n- \""Make this car red and metallic\"" \r\n- \""Create a sphere and place it above the cube\""\r\n- \""Make the lighting like a studio\""\r\n- \""Point the camera at the scene, and make it isometric\""\r\n\r\n## Hyper3D integration\r\n\r\nHyper3D's free trial key allows you to generate a limited number of models per day. If the daily limit is reached, you can wait for the next day's reset or obtain your own key from hyper3d.ai and fal.ai.\r\n\r\n## Troubleshooting\r\n\r\n- **Connection issues**: Make sure the Blender addon server is running, and the MCP server is configured on Claude, DO NOT run the uvx command in the terminal. Sometimes, the first command won't go through but after that it starts working.\r\n- **Timeout errors**: Try simplifying your requests or breaking them into smaller steps\r\n- **Poly Haven integration**: Claude is sometimes erratic with its behaviour\r\n- **Have you tried turning it off and on again?**: If you're still having connection errors, try restarting both Claude and the Blender server\r\n\r\n\r\n## Technical Details\r\n\r\n### Communication Protocol\r\n\r\nThe system uses a simple JSON-based protocol over TCP sockets:\r\n\r\n- **Commands** are sent as JSON objects with a `type` and optional `param""])",https://mcp.so/server/MiniMax-MCP/MiniMax-AI
